,author,title,format,mirror0,mirror1,mirror2
396,Lorenzo Carcaterra,Pragaro virtuvės vaikėzai arba Miegaliai,epub,http://books.ms/fiction/89DFA35428589983E5E0400F2A4F3A62,https://libgen.li/ads.php?md5=89DFA35428589983E5E0400F2A4F3A62,
397,Ed McBain,Kita Niujorko pusė,epub,http://books.ms/fiction/ED449419C846A30AA435D5DD2E8AC872,https://libgen.li/ads.php?md5=ED449419C846A30AA435D5DD2E8AC872,
398,Terry Pratchett,Mažieji laisvūnai,epub,http://books.ms/fiction/F9BA1661B13C2EEC9A8436DBBEBB8514,https://libgen.li/ads.php?md5=F9BA1661B13C2EEC9A8436DBBEBB8514,
399,Georges Simenon,Geltonas šuo,epub,http://books.ms/fiction/2E7509A1EBF2B1A737A3DF51A9254C58,https://libgen.li/ads.php?md5=2E7509A1EBF2B1A737A3DF51A9254C58,
400,Georges Simenon,Mano draugas Megrė,epub,http://books.ms/fiction/D72375B0677576E3E77B9303C70FA2E8,https://libgen.li/ads.php?md5=D72375B0677576E3E77B9303C70FA2E8,
401,Erich Maria Remarque,Gema,epub,http://books.ms/fiction/8EBE15DE24F6C1F5C5D24F979E902086,https://libgen.li/ads.php?md5=8EBE15DE24F6C1F5C5D24F979E902086,
402,Erich Maria Remarque,Stotis ties horizontu,epub,http://books.ms/fiction/6949F6A1079AF0080F6FACCD0F2EF06C,https://libgen.li/ads.php?md5=6949F6A1079AF0080F6FACCD0F2EF06C,
403,John Irving,Laisvę lokiams!,epub,http://books.ms/fiction/4F309AE4199B3E81C5859942BAD5FA3B,https://libgen.li/ads.php?md5=4F309AE4199B3E81C5859942BAD5FA3B,
404,D. C. Fernback,Palaimos namai,epub,http://books.ms/fiction/62EA52463CFF04342A0ED99304765118,https://libgen.li/ads.php?md5=62EA52463CFF04342A0ED99304765118,
405,Kami Garcia,16 mėnulių,epub,http://books.ms/fiction/34BABF4B2099BF79F87ABD0AD00997C9,https://libgen.li/ads.php?md5=34BABF4B2099BF79F87ABD0AD00997C9,
406,Diana Gabaldon,Lemtingas susitikimas (2),epub,http://books.ms/fiction/FAD76D23440064BC76913CAEE09157F4,https://libgen.li/ads.php?md5=FAD76D23440064BC76913CAEE09157F4,
407,Anna Blundy,Oligarcho žmona,epub,http://books.ms/fiction/D88F8FAA263A74201AEC099EE8164559,https://libgen.li/ads.php?md5=D88F8FAA263A74201AEC099EE8164559,
408,James P. Hogan,Operacija „Protėjas” 1,epub,http://books.ms/fiction/ACDBCE6F2B0C549BA98D38F7C2C0F648,https://libgen.li/ads.php?md5=ACDBCE6F2B0C549BA98D38F7C2C0F648,
409,Donya Al-Nahi,Dykumos angelas,epub,http://books.ms/fiction/E7A64C73023FEFBED8D11A4C344F78D3,https://libgen.li/ads.php?md5=E7A64C73023FEFBED8D11A4C344F78D3,
410,Joyce Carol Oates,Tada aš išskleidžiau sparnus ir nuskridau,epub,http://books.ms/fiction/11C6C923411868786EE3415E38FFEEB7,https://libgen.li/ads.php?md5=11C6C923411868786EE3415E38FFEEB7,
411,Diana Gabaldon,Lemtingas susitikimas (1),epub,http://books.ms/fiction/2E1FBB57BF5BE2780E744BE423209D31,https://libgen.li/ads.php?md5=2E1FBB57BF5BE2780E744BE423209D31,
412,David Safier,Bloga karma,epub,http://books.ms/fiction/07F403C26136F6DAAED3784FCB8232B9,https://libgen.li/ads.php?md5=07F403C26136F6DAAED3784FCB8232B9,
413,Hong Ying,Šanchajaus sugulovė,epub,http://books.ms/fiction/1604F2BBB799A73D515E908CD7C064DD,https://libgen.li/ads.php?md5=1604F2BBB799A73D515E908CD7C064DD,
414,P. C. Cast,Išduotoji,epub,http://books.ms/fiction/7205ECFA8D05170573F665E494BB311F,https://libgen.li/ads.php?md5=7205ECFA8D05170573F665E494BB311F,
415,Emily Brontë,VĖTRŲ KALNAS,epub,http://books.ms/fiction/9AF6B7B8328C0427B810A1603BF2E2C7,https://libgen.li/ads.php?md5=9AF6B7B8328C0427B810A1603BF2E2C7,
416,Suzanne Collins,Bado žaidynės,epub,http://books.ms/fiction/046B59A741CF815FA54141EB7484D42D,https://libgen.li/ads.php?md5=046B59A741CF815FA54141EB7484D42D,
417,Sean McCann,Oscaro Wilde'o sąmojis,epub,http://books.ms/fiction/1C2DDB2BFE4DCABE6AB3135CD883F8CD,https://libgen.li/ads.php?md5=1C2DDB2BFE4DCABE6AB3135CD883F8CD,
418,Mirzakarimas Norbekovas,"Energinė klizma, arba Tetos Niuros iš Skylėnų triumfas",epub,http://books.ms/fiction/BFDEA880D7B694B8C78C0D750F49B5E4,https://libgen.li/ads.php?md5=BFDEA880D7B694B8C78C0D750F49B5E4,
419,Richelle Mead,Vampyrų akademija,epub,http://books.ms/fiction/F031A74E149CA094CB0D168ABD1D6FD7,https://libgen.li/ads.php?md5=F031A74E149CA094CB0D168ABD1D6FD7,
420,Sandra Brown,Aklavietė,epub,http://books.ms/fiction/06DAB9064C4675960762EC7F4549DF39,https://libgen.li/ads.php?md5=06DAB9064C4675960762EC7F4549DF39,
421,Laurent Gounelle,Laimingas žmogus,epub,http://books.ms/fiction/663B6F03300738868E6BB81B6A3A751F,https://libgen.li/ads.php?md5=663B6F03300738868E6BB81B6A3A751F,
422,Becca Fitzpatrick,Puolęs angelas,epub,http://books.ms/fiction/773635A008224B28066E8FD20693CE3E,https://libgen.li/ads.php?md5=773635A008224B28066E8FD20693CE3E,
423,Ken Follet,Baltoji baimė,epub,http://books.ms/fiction/C48D4658831FAD92986D3F38B2E6F1CA,https://libgen.li/ads.php?md5=C48D4658831FAD92986D3F38B2E6F1CA,
424,Maeve Binchy,Mokslo draugai,epub,http://books.ms/fiction/3353F347BA8E10C79C830519EBFDEBE6,https://libgen.li/ads.php?md5=3353F347BA8E10C79C830519EBFDEBE6,
425,Thomas Hardy,Tesė iš d‘Erbervilių giminės,epub,http://books.ms/fiction/9B2D9B350DE0C7BEA948E0B932C76399,https://libgen.li/ads.php?md5=9B2D9B350DE0C7BEA948E0B932C76399,
426,Barbara Delinsky,Šeimos medis,epub,http://books.ms/fiction/7AD47E1C7E6F90C8B157672D645D61C2,https://libgen.li/ads.php?md5=7AD47E1C7E6F90C8B157672D645D61C2,
427,Helle Amin,Susitikę dykumoje,epub,http://books.ms/fiction/F9A9F9FC36243ECF564CB49D76AC8B81,https://libgen.li/ads.php?md5=F9A9F9FC36243ECF564CB49D76AC8B81,
428,Petra Schier,Kalėdų angelas su keturiomis letenomis,epub,http://books.ms/fiction/7A2162D78ED5C4A5B409501EC150E585,https://libgen.li/ads.php?md5=7A2162D78ED5C4A5B409501EC150E585,
429,Herbjørg Wassmo,Septintas susitikimas,epub,http://books.ms/fiction/58F5CBA1F2F73801AE2D48F6C921602B,https://libgen.li/ads.php?md5=58F5CBA1F2F73801AE2D48F6C921602B,
430,Karen Rose,Suskaičiuok iki dešimties,epub,http://books.ms/fiction/DA4899A6C0F9784B42381737B5E39D09,https://libgen.li/ads.php?md5=DA4899A6C0F9784B42381737B5E39D09,
431,Mary Higgins Clark,Nuo manęs nepabėgsi,epub,http://books.ms/fiction/FF4371293DDCE707E2966F3BB429C5F8,https://libgen.li/ads.php?md5=FF4371293DDCE707E2966F3BB429C5F8,
432,Mary Higgins Clark,Nors tavo akys jos nemato,epub,http://books.ms/fiction/0EF51665B38F7EBC0A320E95A254C696,https://libgen.li/ads.php?md5=0EF51665B38F7EBC0A320E95A254C696,
433,Mary Higgins Clark,Nesidairyk atgal,epub,http://books.ms/fiction/775852E0E8E12246BCB277B79AE19DC8,https://libgen.li/ads.php?md5=775852E0E8E12246BCB277B79AE19DC8,
434,Karen Rose,Mirk dėl manęs,epub,http://books.ms/fiction/EF810B6BF2F36F375A539C95BFF32E68,https://libgen.li/ads.php?md5=EF810B6BF2F36F375A539C95BFF32E68,
435,Mary Higgins Clark,Gražus ir šaltas veidas,epub,http://books.ms/fiction/A827A219FBF88A0485B6A4CFA1943D7F,https://libgen.li/ads.php?md5=A827A219FBF88A0485B6A4CFA1943D7F,
436,Kaaberbøl,Berniukas lagamine,epub,http://books.ms/fiction/3772CD0FDF48F3491698F9A433E4A45D,https://libgen.li/ads.php?md5=3772CD0FDF48F3491698F9A433E4A45D,
437,William Paul Young,Trobelė,epub,http://books.ms/fiction/1521FAC19FB728D618F6F16BAF815DE0,https://libgen.li/ads.php?md5=1521FAC19FB728D618F6F16BAF815DE0,
438,Donna Woolfolk Cross,Popiežė Joana,epub,http://books.ms/fiction/BA6F4C8C26A1296A6F96A4C700377C78,https://libgen.li/ads.php?md5=BA6F4C8C26A1296A6F96A4C700377C78,
439,P. C. Cast,Nesutramdomasis,epub,http://books.ms/fiction/4501D832E83B86B479E10BAD77C54B84,https://libgen.li/ads.php?md5=4501D832E83B86B479E10BAD77C54B84,
440,Joseph Murphy,Jūsų pasąmonės galia,epub,http://books.ms/fiction/09AD55A73F6E479E8C544B2C6779806D,https://libgen.li/ads.php?md5=09AD55A73F6E479E8C544B2C6779806D,
441,Barbara Delinsky,Trys norai,epub,http://books.ms/fiction/CA6D6F8FF2FF5E47002B03A342459A65,https://libgen.li/ads.php?md5=CA6D6F8FF2FF5E47002B03A342459A65,
442,Mario Reading,52 Nostradamo pranašystės,epub,http://books.ms/fiction/3EEC117869FD21B1D65C2594A1489CAB,https://libgen.li/ads.php?md5=3EEC117869FD21B1D65C2594A1489CAB,
443,Andrea Busfield,Gimę šešėliuose,epub,http://books.ms/fiction/978B9E842A1A3699938CADA8E97A54A9,https://libgen.li/ads.php?md5=978B9E842A1A3699938CADA8E97A54A9,
444,L. J. Smith,Vampyrės dienoraštis • Pabudimas,epub,http://books.ms/fiction/16B5B1FD7278CECA226C599A76CABE8B,https://libgen.li/ads.php?md5=16B5B1FD7278CECA226C599A76CABE8B,
445,Barbara Delinsky,Mūsų paslaptis,epub,http://books.ms/fiction/5733E92BCE2385E227EEBE7DED441EA1,https://libgen.li/ads.php?md5=5733E92BCE2385E227EEBE7DED441EA1,
446,Maeve Binchy,Vakariniai kursai,epub,http://books.ms/fiction/71233E6FD3B892762CBD09F955EDF7C2,https://libgen.li/ads.php?md5=71233E6FD3B892762CBD09F955EDF7C2,
447,Jodi Picoult,Tobulas paveikslas,epub,http://books.ms/fiction/C6CA41F234A1C3A701D984D713FC4A95,https://libgen.li/ads.php?md5=C6CA41F234A1C3A701D984D713FC4A95,
448,Deeanne Gist,Širdies nerimas,epub,http://books.ms/fiction/E0E6803EA0A187FD9B6A63658C114F0E,https://libgen.li/ads.php?md5=E0E6803EA0A187FD9B6A63658C114F0E,
449,Agnes Imhof,Šilko kelio karalienė,epub,http://books.ms/fiction/D987865BF2F67D5270F1EFD2DA7D0F28,https://libgen.li/ads.php?md5=D987865BF2F67D5270F1EFD2DA7D0F28,
450,Jane Austen,Protas ir jausmai,epub,http://books.ms/fiction/FDD4400A7402964B1D79F00831FE07AA,https://libgen.li/ads.php?md5=FDD4400A7402964B1D79F00831FE07AA,
451,Daniel Glattauer,Leo ir Emi. Septintoji banga,epub,http://books.ms/fiction/6690D8BB19AFB5A76425E47B478DA8FD,https://libgen.li/ads.php?md5=6690D8BB19AFB5A76425E47B478DA8FD,
452,Daniel Glattauer,Leo ir Emi. Kai pučia šiaurys,epub,http://books.ms/fiction/DD3351EA035EBAFCB12B8EAC482E8ABB,https://libgen.li/ads.php?md5=DD3351EA035EBAFCB12B8EAC482E8ABB,
453,Charles Dickens,Didieji lūkesčiai,epub,http://books.ms/fiction/75E053B9350C62FF710B3B92502D3672,https://libgen.li/ads.php?md5=75E053B9350C62FF710B3B92502D3672,
454,Maeve Binchy,Alyvinis autobusiukas,epub,http://books.ms/fiction/969CF63E1E34D1D13275309962228044,https://libgen.li/ads.php?md5=969CF63E1E34D1D13275309962228044,
455,Sandra Brown,Dūmų uždanga,epub,http://books.ms/fiction/0D407285DFE5DA4FAC3548AA5893992E,https://libgen.li/ads.php?md5=0D407285DFE5DA4FAC3548AA5893992E,
456,Liutauras Degėsys,Prisiminimų prisiminimai,epub,http://books.ms/fiction/CE3AD352790BCC9ECFD9F851A9BDC05A,https://libgen.li/ads.php?md5=CE3AD352790BCC9ECFD9F851A9BDC05A,
457,L. J. Smith,Kerėtoja,epub,http://books.ms/fiction/169E7DEA680D8D98A1E39100991E87BC,https://libgen.li/ads.php?md5=169E7DEA680D8D98A1E39100991E87BC,
458,Isabel Abedi,Izola,epub,http://books.ms/fiction/DBED6960557B30A966446A461CDC9062,https://libgen.li/ads.php?md5=DBED6960557B30A966446A461CDC9062,
459,P. C. Cast,Pažymėtoji,epub,http://books.ms/fiction/C51CCE6DF13182ADCE18009E488BC5E6,https://libgen.li/ads.php?md5=C51CCE6DF13182ADCE18009E488BC5E6,
460,Saulė Sakalauskaitė,Sudužusių širdžių diena,epub,http://books.ms/fiction/87ADFDACBE88EC7FFEA79D3D4FC1131C,https://libgen.li/ads.php?md5=87ADFDACBE88EC7FFEA79D3D4FC1131C,
461,Tony Parsons,Gyvenimas iš naujo,epub,http://books.ms/fiction/303B9BDAFB631C87E25C23FFC68315DA,https://libgen.li/ads.php?md5=303B9BDAFB631C87E25C23FFC68315DA,
462,Mario Puzo,Ketvirtasis Kenedis,epub,http://books.ms/fiction/41E531171AF2A1EB36AE4FCB9CA2BB1A,https://libgen.li/ads.php?md5=41E531171AF2A1EB36AE4FCB9CA2BB1A,
463,Sandra Brown,Išskirtinis interviu,epub,http://books.ms/fiction/3E77191E3813C9A41F3F14BAEEB1314A,https://libgen.li/ads.php?md5=3E77191E3813C9A41F3F14BAEEB1314A,
464,Danielle Steel,Gyvenimo dovana,epub,http://books.ms/fiction/BE5596D3D71454071ACFBE9665BDF308,https://libgen.li/ads.php?md5=BE5596D3D71454071ACFBE9665BDF308,
465,J. R. R. Tolkien,Nepaprastosios karalystės pasakos,epub,http://books.ms/fiction/179B9AECB28D3E6C3DCD58A0181A7CED,https://libgen.li/ads.php?md5=179B9AECB28D3E6C3DCD58A0181A7CED,
466,Suzanne Collins,Bado žaidynės,epub,http://books.ms/fiction/E691EA0AE3A334B79BED5CDE6A2220AC,https://libgen.li/ads.php?md5=E691EA0AE3A334B79BED5CDE6A2220AC,
467,Jodi Picoult,Kuprotojo banginio dainos,epub,http://books.ms/fiction/C7DFCE249A42A0E52E3E581EEE925A01,https://libgen.li/ads.php?md5=C7DFCE249A42A0E52E3E581EEE925A01,
468,Tony Parsons,Be tavęs...,epub,http://books.ms/fiction/DCB4A8DF36F09AEB799BF68F957F1E01,https://libgen.li/ads.php?md5=DCB4A8DF36F09AEB799BF68F957F1E01,
469,Mary Higgins Clark,Kur tu dabar esi?,epub,http://books.ms/fiction/2C5CC89CA54C4EAD12D2B1A3C06D96B4,https://libgen.li/ads.php?md5=2C5CC89CA54C4EAD12D2B1A3C06D96B4,
470,Danielle Steel,Dabar ir amžinai,epub,http://books.ms/fiction/C57B629D28ABA5ED8D95AF36B23FC06F,https://libgen.li/ads.php?md5=C57B629D28ABA5ED8D95AF36B23FC06F,
471,Melvin Burgess,Saros veidas,epub,http://books.ms/fiction/916AADEAFCB32E0A63DBAB6ED62C2372,https://libgen.li/ads.php?md5=916AADEAFCB32E0A63DBAB6ED62C2372,
472,Stephenie Meyer,Sielonešė,epub,http://books.ms/fiction/C2A37AF8D232CCB75D505468B74BB0E7,https://libgen.li/ads.php?md5=C2A37AF8D232CCB75D505468B74BB0E7,
473,Tom Rob Smith,Slaptoji kalba,epub,http://books.ms/fiction/712E4F60F9846BD7BE318D23AE27F4F2,https://libgen.li/ads.php?md5=712E4F60F9846BD7BE318D23AE27F4F2,
474,Sandra Brown,Rikošetas,epub,http://books.ms/fiction/51AE1C4CCBF044A4BF3DADE3272E0A2F,https://libgen.li/ads.php?md5=51AE1C4CCBF044A4BF3DADE3272E0A2F,
475,Salman Rushdie,Florencijos kerėtoja,epub,http://books.ms/fiction/BFD5E59983289F44FE7DFE5B42ED29D0,https://libgen.li/ads.php?md5=BFD5E59983289F44FE7DFE5B42ED29D0,
476,John Irving,Vandens metodas,epub,http://books.ms/fiction/1D2BF9D634C6E4E67D3E1A8E9CCDF7D0,https://libgen.li/ads.php?md5=1D2BF9D634C6E4E67D3E1A8E9CCDF7D0,
477,Nicholas Evans,Vilkų ratas,epub,http://books.ms/fiction/131BE0775729941C13C04F7E572C65FB,https://libgen.li/ads.php?md5=131BE0775729941C13C04F7E572C65FB,
478,Laura Sintija Černiauskaitė,Kvėpavimas į marmurą,epub,http://books.ms/fiction/EAAE5B3849BBE74F95DDB09F8647F463,https://libgen.li/ads.php?md5=EAAE5B3849BBE74F95DDB09F8647F463,
479,Danielle Steel,Širdies plakimas,epub,http://books.ms/fiction/E7A85DB0BDC119750AD6CABB60B5D5DE,https://libgen.li/ads.php?md5=E7A85DB0BDC119750AD6CABB60B5D5DE,
480,Christopher Paolini,Ugnies kardas,epub,http://books.ms/fiction/FA2B98EAB7A9395531BE4B637CCAC354,https://libgen.li/ads.php?md5=FA2B98EAB7A9395531BE4B637CCAC354,
481,J. R. R. Tolkien,Silmariljonas,epub,http://books.ms/fiction/26D257671AAAA3F3FB9D511BF956A8C2,https://libgen.li/ads.php?md5=26D257671AAAA3F3FB9D511BF956A8C2,
482,Cornelia Funke,Rašalo mirtis,epub,http://books.ms/fiction/475B433C92CC3AC802BB5BB010FAECFE,https://libgen.li/ads.php?md5=475B433C92CC3AC802BB5BB010FAECFE,
483,Jane Austen,Ema,epub,http://books.ms/fiction/636E52B4C9A8FF9A1869C02BF45B4C32,https://libgen.li/ads.php?md5=636E52B4C9A8FF9A1869C02BF45B4C32,
484,Mario Puzo,Tamsos arena,epub,http://books.ms/fiction/25F36F6E96C7BBFCBB9F242D4363E59F,https://libgen.li/ads.php?md5=25F36F6E96C7BBFCBB9F242D4363E59F,
485,Sandra Brown,Nešvarus žaidimas,epub,http://books.ms/fiction/2D2379EC6AAE2174479C260ABBEC360B,https://libgen.li/ads.php?md5=2D2379EC6AAE2174479C260ABBEC360B,
486,John Irving,Naujojo Hampšyro viešbutis,epub,http://books.ms/fiction/FC38578DD3B7654BBFA6F8861950E324,https://libgen.li/ads.php?md5=FC38578DD3B7654BBFA6F8861950E324,
487,Vytautas Bubnys,Arberonas,epub,http://books.ms/fiction/1A6C1E6301422476047336990700CFD3,https://libgen.li/ads.php?md5=1A6C1E6301422476047336990700CFD3,
488,Nicholas Evans,Šuolis į ugnį,epub,http://books.ms/fiction/57250E6D3AC8A6A5A15021AF95C2FEC2,https://libgen.li/ads.php?md5=57250E6D3AC8A6A5A15021AF95C2FEC2,
489,Sandra Brown,Užgavėnės,epub,http://books.ms/fiction/5EF252615F5C52FBA14C833EA9EB7E9E,https://libgen.li/ads.php?md5=5EF252615F5C52FBA14C833EA9EB7E9E,
490,Nicholas Evans,Arklių užkalbėtojas,epub,http://books.ms/fiction/6EF9FEAE9178CEE05A79A9F0EF512F99,https://libgen.li/ads.php?md5=6EF9FEAE9178CEE05A79A9F0EF512F99,
491,Alexandre Dumas,Po dvidešimties metų,epub,http://books.ms/fiction/0871125C1B7DF7BBEF43EB991D000288,https://libgen.li/ads.php?md5=0871125C1B7DF7BBEF43EB991D000288,
492,Nicholas Evans,Takoskyra,epub,http://books.ms/fiction/AB1DA8B3E1DE756F021E2BF5DEF916C7,https://libgen.li/ads.php?md5=AB1DA8B3E1DE756F021E2BF5DEF916C7,
493,Eduardas Cinzas,Trys liūdesio dienos,epub,http://books.ms/fiction/D68A492A1318953DF469C1F2F7535FDA,https://libgen.li/ads.php?md5=D68A492A1318953DF469C1F2F7535FDA,
494,Eduardas Cinzas,Raudonojo arklio vasara,epub,http://books.ms/fiction/7F1C77B599E807E89ADD0AC99BC675B0,https://libgen.li/ads.php?md5=7F1C77B599E807E89ADD0AC99BC675B0,
495,Lene Kaaberbol,Šešėlių vartai,epub,http://books.ms/fiction/033175BFB4C6B46BC9A8EA5CA91859FC,https://libgen.li/ads.php?md5=033175BFB4C6B46BC9A8EA5CA91859FC,
496,Anna Pasternak,Pamiršau ištekėti už svajonių vyro,epub,http://books.ms/fiction/3A93DDE1FA2BCE731603BE2D3320B9F2,https://libgen.li/ads.php?md5=3A93DDE1FA2BCE731603BE2D3320B9F2,
497,Laura Sintija Černiauskaitė,Benedikto slenksčiai,epub,http://books.ms/fiction/35935CE7873F7EEBBEFF19EA23C5FEC9,https://libgen.li/ads.php?md5=35935CE7873F7EEBBEFF19EA23C5FEC9,
498,Johan Theorin,Prieblanda,epub,http://books.ms/fiction/414C2946091DB32B6E2DB982CCB3EC04,https://libgen.li/ads.php?md5=414C2946091DB32B6E2DB982CCB3EC04,
499,Catherine Alliott,"Po velnių, aš tave myliu!",epub,http://books.ms/fiction/70F7A4CBDC2E30F5DCA81347321064E0,https://libgen.li/ads.php?md5=70F7A4CBDC2E30F5DCA81347321064E0,
500,Vidmantė Jasukaitytė,Aš nužudžiau savo dukterį,epub,http://books.ms/fiction/17EA198A92FD41789D29DDB2A3AF1D92,https://libgen.li/ads.php?md5=17EA198A92FD41789D29DDB2A3AF1D92,
501,Joe Moore,Hado projektas,epub,http://books.ms/fiction/966116E259246E4AE1C642402ED388E2,https://libgen.li/ads.php?md5=966116E259246E4AE1C642402ED388E2,
502,Ian Fleming,„Rojalio“ Kazino,epub,http://books.ms/fiction/A882A0209B48F9AFF2BE6A3BE56E3A47,https://libgen.li/ads.php?md5=A882A0209B48F9AFF2BE6A3BE56E3A47,
503,Meg Cabot,Plepalų karalienė,epub,http://books.ms/fiction/3B093DBBFEA9180F693BC1502F17BE00,https://libgen.li/ads.php?md5=3B093DBBFEA9180F693BC1502F17BE00,
504,Elisabeth Hering,Aukso karalystė. Vokiečių pasakos,epub,http://books.ms/fiction/D00943CEA39D6D5992DF4AA92D536594,https://libgen.li/ads.php?md5=D00943CEA39D6D5992DF4AA92D536594,
505,Julio Cortázar,Kronopų ir garsenybių istorijos,epub,http://books.ms/fiction/E9F54344A0221F8E2CB246615ED4034F,https://libgen.li/ads.php?md5=E9F54344A0221F8E2CB246615ED4034F,
506,John Irving,Pasaulis pagal Garpą,epub,http://books.ms/fiction/8A7175B9B20B94356002833CF3E96836,https://libgen.li/ads.php?md5=8A7175B9B20B94356002833CF3E96836,
507,John Irving,Malda už Oveną Minį,epub,http://books.ms/fiction/99731EBB553A811ADB3B64B87D00BA6A,https://libgen.li/ads.php?md5=99731EBB553A811ADB3B64B87D00BA6A,
508,Salar Abdoh,Teheranas temstant,epub,http://books.ms/fiction/C3BECE581CE34350282E24EC72D23B90,https://libgen.li/ads.php?md5=C3BECE581CE34350282E24EC72D23B90,
509,Pasi Ilmari Jääskeläinen,Sniegė ir jos devynetas,epub,http://books.ms/fiction/B531149BB1694F63D14B75987B1ECC4F,https://libgen.li/ads.php?md5=B531149BB1694F63D14B75987B1ECC4F,
510,Peter Stjernström,Geriausia knyga pasaulyje,epub,http://books.ms/fiction/9D9FBC79ACE1649883A051BB3F612907,https://libgen.li/ads.php?md5=9D9FBC79ACE1649883A051BB3F612907,
511,Tamas Dobozy,Apgultis 13,epub,http://books.ms/fiction/B503726DAC9DB68D44432B08F7FFF7D6,https://libgen.li/ads.php?md5=B503726DAC9DB68D44432B08F7FFF7D6,
512,Antanas Šileika,Pirkiniai išsimokėtinai,epub,http://books.ms/fiction/343D75DFCED0DF2BFF9E6A7B0877E2C3,https://libgen.li/ads.php?md5=343D75DFCED0DF2BFF9E6A7B0877E2C3,
513,Antanas Šileika,Pogrindis,epub,http://books.ms/fiction/A6936055AAE083354EFE1D4D42A8B632,https://libgen.li/ads.php?md5=A6936055AAE083354EFE1D4D42A8B632,
514,Ally Condie,Parinktieji,epub,http://books.ms/fiction/382CB41D4C4047FE8D6D5D2C0D83EAAC,https://libgen.li/ads.php?md5=382CB41D4C4047FE8D6D5D2C0D83EAAC,
515,Ally Condie,Kryžkelės,epub,http://books.ms/fiction/FFB58BDEAA83617EF4A0433EB062ACCE,https://libgen.li/ads.php?md5=FFB58BDEAA83617EF4A0433EB062ACCE,
516,Irwin Shaw,Jaunieji liūtai,epub,http://books.ms/fiction/56BD8CC6DA51D978DB5C6428BA7BCB91,https://libgen.li/ads.php?md5=56BD8CC6DA51D978DB5C6428BA7BCB91,
517,Sidhartha Mukherjee,Visų ligų karalius,epub,http://books.ms/fiction/0CD2A55143930154F4A81A758CA67319,https://libgen.li/ads.php?md5=0CD2A55143930154F4A81A758CA67319,
518,Vytautas Kavolis,Nepriklausomųjų kelias,epub,http://books.ms/fiction/2E2A1572F924F7A9C830FD9FF7C3328B,https://libgen.li/ads.php?md5=2E2A1572F924F7A9C830FD9FF7C3328B,
519,Gaynor Arnold,Mergina mėlyna suknele,epub,http://books.ms/fiction/3A4A098802B865424135C17E35820950,https://libgen.li/ads.php?md5=3A4A098802B865424135C17E35820950,
520,Virginia Woolf,Į švyturį,epub,http://books.ms/fiction/C8C42CD9964D821A555C908BACC899CD,https://libgen.li/ads.php?md5=C8C42CD9964D821A555C908BACC899CD,
521,Markus Zusak,Knygų vagilė,epub,http://books.ms/fiction/4DB6C3894BD72BE1499C3D21008D6735,https://libgen.li/ads.php?md5=4DB6C3894BD72BE1499C3D21008D6735,
522,Arthur Schnitzler,Laisvės linkui,epub,http://books.ms/fiction/E83BBDD9CB567C3E6C53633EE89BEC30,https://libgen.li/ads.php?md5=E83BBDD9CB567C3E6C53633EE89BEC30,
523,Leonidas Donskis,Mažasis patirties žemėlapis,epub,http://books.ms/fiction/331ED54BC97EAEA54474CA5FBCA9EAAD,https://libgen.li/ads.php?md5=331ED54BC97EAEA54474CA5FBCA9EAAD,
524,Ihara Saikaku,Penkios meilę pamilusios moterys,epub,http://books.ms/fiction/E1E16837FB46A0A29E2B2E278E2D5ED9,https://libgen.li/ads.php?md5=E1E16837FB46A0A29E2B2E278E2D5ED9,
525,Elizabeth von Arnim,Balandžio kerai,epub,http://books.ms/fiction/E02F8F2B64BB55F016D8EAB7D5AF1040,https://libgen.li/ads.php?md5=E02F8F2B64BB55F016D8EAB7D5AF1040,
526,Alfonsas Eidintas,Aukštai šaltos žvaigždės,epub,http://books.ms/fiction/F1FD9023968346F3A33B42A762FBDB16,https://libgen.li/ads.php?md5=F1FD9023968346F3A33B42A762FBDB16,
527,Aleksandras Puškinas,Pikų dama. Kapitono duktė,epub,http://books.ms/fiction/2BDC7A610484F3D61653F55196F05185,https://libgen.li/ads.php?md5=2BDC7A610484F3D61653F55196F05185,
528,Jane Austen,Nortangerio abatija,epub,http://books.ms/fiction/B46AAAF0A4EFD681796695033EBD9470,https://libgen.li/ads.php?md5=B46AAAF0A4EFD681796695033EBD9470,
529,François René de Chateaubriand,Atala. Renė,epub,http://books.ms/fiction/46C5F2B72E514E2C0763A46B1A1466AE,https://libgen.li/ads.php?md5=46C5F2B72E514E2C0763A46B1A1466AE,
530,Voltaire,"Kandidas, arba Optimizmas",epub,http://books.ms/fiction/D5AB502A1A6D1ADDFE826ECBAEE13FBA,https://libgen.li/ads.php?md5=D5AB502A1A6D1ADDFE826ECBAEE13FBA,
531,Elizabeth von Arnim,Elizabetė ir jos vokiškas sodas,epub,http://books.ms/fiction/E71AA96591E7DFED5657BD88677CE4F5,https://libgen.li/ads.php?md5=E71AA96591E7DFED5657BD88677CE4F5,
532,Alfonsas Eidintas,Erelio sparnų dvelksmas,epub,http://books.ms/fiction/ADADBF078FB2DFE4675707DEB42AF41D,https://libgen.li/ads.php?md5=ADADBF078FB2DFE4675707DEB42AF41D,
533,Johann Wolfgang Goethe,Sielų giminystė,epub,http://books.ms/fiction/7ABFF4EC9969287338756B56C3C04C20,https://libgen.li/ads.php?md5=7ABFF4EC9969287338756B56C3C04C20,
